customer_id,age,tenure,monthly_charges,support_tickets,contract_type,internet_service,payment_method,churn
CUST-00368,19,2.0,48.09725189430106,3,yearly,fiber,credit_card,0
CUST-00369,65,55.0,64.33863538639653,0,monthly,dsl,bank_transfer,0
CUST-00370,38,3.0,88.68180127858638,2,yearly,fiber,credit_card,1
CUST-00371,59,14.0,71.43525178595395,3,monthly,fiber,credit_card,1
CUST-00372,43,43.0,42.06680994871813,2,two_year,fiber,paypal,0
CUST-00373,41,67.0,80.36540712566757,0,monthly,none,credit_card,0
CUST-00374,72,29.0,84.46654084537917,0,monthly,fiber,paypal,0
CUST-00375,23,8.0,72.19907240827504,4,yearly,fiber,bank_transfer,0
CUST-00376,63,,75.48962317949861,5,yearly,none,credit_card,0
CUST-00377,64,64.0,63.532352457856746,0,yearly,fiber,bank_transfer,0
CUST-00378,41,52.0,106.95697339290149,1,yearly,none,bank_transfer,0
CUST-00379,34,7.0,47.48269540718309,5,monthly,dsl,bank_transfer,1
CUST-00380,18,27.0,55.31698093090553,1,yearly,dsl,bank_transfer,0
CUST-00381,76,19.0,70.27463783818814,6,monthly,dsl,credit_card,1
CUST-00382,76,12.0,91.97385069252232,1,monthly,dsl,credit_card,0
CUST-00383,32,60.0,32.56567074763658,2,two_year,fiber,bank_transfer,0
CUST-00384,19,44.0,37.24258125586402,3,yearly,none,credit_card,0
CUST-00385,25,12.0,19.056787306632053,1,monthly,none,credit_card,0
CUST-00386,22,46.0,70.81738063133177,2,monthly,none,bank_transfer,1
CUST-00387,69,29.0,42.042354569836405,0,two_year,dsl,credit_card,0
CUST-00388,73,,60.386247249552085,0,monthly,dsl,bank_transfer,0
CUST-00389,27,32.0,86.5344547472927,2,monthly,dsl,paypal,1
CUST-00390,64,13.0,53.961431980428834,1,monthly,fiber,paypal,1
CUST-00391,29,17.0,75.78205056858411,5,monthly,fiber,credit_card,1
CUST-00392,40,63.0,62.51655230620695,2,monthly,dsl,credit_card,0
CUST-00393,55,51.0,86.80285787741091,1,two_year,dsl,paypal,0
CUST-00394,62,9.0,81.87820168370023,5,monthly,fiber,credit_card,0
CUST-00395,72,61.0,52.70165759563475,4,monthly,fiber,bank_transfer,0
CUST-00396,20,41.0,65.78370616498869,1,yearly,dsl,bank_transfer,0
CUST-00397,30,62.0,96.09358494301236,2,yearly,fiber,credit_card,0
CUST-00398,35,53.0,79.83442175635243,1,yearly,none,credit_card,1
CUST-00399,37,24.0,35.07594855622171,2,yearly,dsl,bank_transfer,0
CUST-00400,79,38.0,86.39045152928456,2,yearly,fiber,credit_card,0
CUST-00401,66,38.0,42.884734439094046,1,yearly,fiber,paypal,0
CUST-00402,37,51.0,105.31282674902515,2,yearly,dsl,bank_transfer,0
CUST-00403,78,17.0,95.60247099602562,4,yearly,fiber,credit_card,0
CUST-00404,48,23.0,77.24713689796002,3,yearly,dsl,bank_transfer,0
CUST-00405,49,17.0,73.93082108590484,3,monthly,fiber,credit_card,1
CUST-00406,44,21.0,64.7741935993145,2,yearly,fiber,credit_card,0
CUST-00407,26,11.0,86.9630987850007,3,yearly,fiber,paypal,0
CUST-00408,75,2.0,60.73054576344846,2,monthly,dsl,bank_transfer,0
CUST-00409,18,67.0,75.88924676599734,3,two_year,none,bank_transfer,0
CUST-00410,28,5.0,91.79835916298627,1,monthly,none,paypal,0
CUST-00411,32,63.0,55.954836411860256,2,monthly,fiber,bank_transfer,1
CUST-00412,35,0.0,54.595181500232634,2,two_year,dsl,credit_card,0
CUST-00413,26,55.0,40.140862981888525,0,monthly,fiber,credit_card,1
CUST-00414,19,23.0,43.38818134684569,2,monthly,dsl,credit_card,0
CUST-00415,60,37.0,24.29011721396244,3,monthly,none,credit_card,0
CUST-00416,78,20.0,,1,two_year,fiber,bank_transfer,0
CUST-00417,25,35.0,115.22286355206927,1,monthly,none,bank_transfer,1
CUST-00418,36,32.0,105.63322358675764,4,yearly,fiber,credit_card,0
CUST-00419,49,38.0,29.34788778433709,3,yearly,fiber,bank_transfer,0
CUST-00420,75,28.0,88.121366788905,1,yearly,dsl,paypal,0
CUST-00421,61,,105.55265874808892,3,two_year,none,paypal,0
CUST-00422,65,59.0,58.5797504815334,3,yearly,fiber,credit_card,0
CUST-00423,54,31.0,72.53618576625124,0,monthly,dsl,paypal,0
CUST-00424,43,26.0,19.80267372988324,5,two_year,fiber,paypal,0
CUST-00425,30,9.0,,2,monthly,dsl,credit_card,1
CUST-00426,71,25.0,43.41100676413206,3,monthly,dsl,credit_card,0
CUST-00427,67,9.0,74.99087544778786,2,monthly,fiber,credit_card,1
CUST-00428,19,13.0,30.96992694527799,3,yearly,dsl,bank_transfer,0
CUST-00429,62,68.0,83.5714556119399,3,monthly,dsl,bank_transfer,1
CUST-00430,23,6.0,95.61281688566724,3,yearly,dsl,bank_transfer,0
CUST-00431,63,34.0,50.42050345712081,5,monthly,fiber,bank_transfer,0
CUST-00432,69,60.0,41.57693546473914,3,monthly,fiber,credit_card,0
CUST-00433,26,68.0,16.09942393625047,2,monthly,none,credit_card,0
CUST-00434,44,10.0,63.339661648120575,3,yearly,dsl,paypal,0
CUST-00435,25,11.0,55.46015164295987,3,monthly,dsl,paypal,1
CUST-00436,53,26.0,31.22451469129863,1,monthly,dsl,bank_transfer,0
CUST-00437,75,39.0,81.3254689078043,3,monthly,dsl,credit_card,0
CUST-00438,23,69.0,58.75074045338377,2,monthly,fiber,credit_card,0
CUST-00439,42,14.0,43.10660103386919,3,yearly,fiber,credit_card,1
CUST-00440,78,,56.135689858988826,2,monthly,dsl,credit_card,0
CUST-00441,36,18.0,96.78261347324039,2,monthly,fiber,credit_card,0
CUST-00442,26,62.0,85.07342359388056,2,two_year,fiber,paypal,0
CUST-00443,48,2.0,66.74934846253775,5,monthly,dsl,bank_transfer,0
CUST-00444,49,27.0,85.47762546162132,3,monthly,none,credit_card,0
CUST-00445,59,8.0,40.977201090331526,3,yearly,dsl,credit_card,0
CUST-00446,37,11.0,70.80925251817577,1,yearly,fiber,credit_card,0
CUST-00447,77,66.0,73.68305826216177,2,yearly,none,bank_transfer,0
CUST-00448,50,0.0,58.25408728753183,0,monthly,fiber,bank_transfer,1
CUST-00449,35,23.0,80.88645839893545,0,monthly,fiber,credit_card,0
CUST-00450,77,65.0,50.48916363388872,3,monthly,none,paypal,0
CUST-00451,75,43.0,82.74551769440295,3,monthly,dsl,credit_card,0
CUST-00452,48,5.0,83.7964692882823,0,monthly,none,credit_card,0
CUST-00453,19,33.0,10.0,1,two_year,dsl,paypal,0
CUST-00454,55,69.0,99.75764258775294,4,yearly,dsl,credit_card,0
CUST-00455,52,28.0,10.0,0,monthly,fiber,credit_card,0
CUST-00456,27,38.0,54.598774361096865,3,monthly,fiber,bank_transfer,1
CUST-00457,57,38.0,95.63370085644388,3,yearly,none,credit_card,0
CUST-00458,70,47.0,62.067831868688984,0,monthly,none,credit_card,0
CUST-00459,24,13.0,33.34535043826145,4,monthly,fiber,credit_card,0
CUST-00460,62,60.0,42.65657345708323,2,monthly,fiber,credit_card,0
CUST-00461,26,71.0,95.67264365801549,1,yearly,fiber,bank_transfer,0
CUST-00462,64,10.0,21.962386736284046,1,yearly,fiber,credit_card,0
CUST-00463,43,58.0,98.22477752405044,8,monthly,none,bank_transfer,1
CUST-00464,18,58.0,68.62244752394277,3,monthly,fiber,paypal,0
CUST-00465,77,53.0,40.19011673893916,1,yearly,fiber,credit_card,0
CUST-00466,28,26.0,55.42212319243272,2,yearly,none,credit_card,0
CUST-00467,54,33.0,44.56939147245897,2,yearly,dsl,credit_card,1
CUST-00468,29,60.0,,6,monthly,fiber,credit_card,0
CUST-00469,75,11.0,88.31069524407096,3,yearly,fiber,credit_card,1
CUST-00470,63,59.0,27.020971653098833,3,two_year,fiber,bank_transfer,0
CUST-00471,67,66.0,59.91019703701665,1,yearly,fiber,credit_card,0
CUST-00472,44,49.0,48.42035844139307,2,monthly,fiber,bank_transfer,0
CUST-00473,46,24.0,102.33774921148425,3,yearly,fiber,bank_transfer,1
CUST-00474,57,,36.24752204683947,3,monthly,fiber,paypal,1
CUST-00475,66,3.0,110.10572761712535,1,monthly,fiber,credit_card,1
CUST-00476,70,67.0,69.16763151207657,2,monthly,fiber,credit_card,0
CUST-00477,19,24.0,40.95163984049781,1,two_year,none,paypal,0
CUST-00478,59,4.0,53.068145399768056,2,monthly,fiber,credit_card,1
CUST-00479,24,57.0,49.95952898078873,1,two_year,fiber,bank_transfer,0
CUST-00480,35,47.0,38.134539949612346,0,monthly,none,bank_transfer,0
CUST-00481,69,44.0,72.3706714932594,1,monthly,fiber,bank_transfer,0
CUST-00482,33,3.0,39.302111232703915,3,monthly,fiber,credit_card,0
CUST-00483,67,54.0,15.490844781545281,4,yearly,dsl,credit_card,0
CUST-00484,46,45.0,60.50808822879567,1,monthly,dsl,bank_transfer,0
CUST-00485,32,57.0,24.928595089552935,3,monthly,fiber,bank_transfer,1
CUST-00486,38,59.0,51.19597829831199,3,monthly,dsl,bank_transfer,0
CUST-00487,50,15.0,,1,monthly,dsl,bank_transfer,0
CUST-00488,65,,48.21959819935464,4,monthly,fiber,paypal,1
CUST-00489,55,66.0,120.02407753975385,1,monthly,fiber,paypal,1
CUST-00490,75,38.0,71.41028917923927,0,monthly,fiber,bank_transfer,0
CUST-00491,71,31.0,76.13427522488331,2,two_year,dsl,credit_card,0
CUST-00492,64,20.0,25.590042591442636,1,monthly,fiber,credit_card,0
CUST-00493,55,46.0,53.65092165907695,0,monthly,fiber,bank_transfer,0
CUST-00494,35,54.0,75.3825657485378,2,monthly,dsl,bank_transfer,0
CUST-00495,43,0.0,44.38677717717484,4,monthly,none,credit_card,1
CUST-00496,25,39.0,92.70157108794963,4,yearly,fiber,bank_transfer,1
CUST-00497,41,71.0,39.93258535247425,4,monthly,fiber,credit_card,0
CUST-00498,75,20.0,62.84084660337061,5,monthly,fiber,credit_card,1
CUST-00499,44,20.0,55.34870900061103,1,yearly,dsl,paypal,0
CUST-00500,25,63.0,74.1080164845479,1,monthly,fiber,credit_card,0
CUST-00501,58,4.0,53.98774820361435,1,two_year,none,bank_transfer,0
CUST-00502,77,28.0,63.22765932322657,2,two_year,fiber,bank_transfer,0
CUST-00503,71,32.0,64.09674770555036,3,monthly,fiber,bank_transfer,0
CUST-00504,34,57.0,51.64030606521747,3,monthly,fiber,credit_card,1
CUST-00505,46,9.0,82.12734671242782,2,monthly,fiber,bank_transfer,1
CUST-00506,50,31.0,75.95970937093563,1,monthly,fiber,credit_card,0
CUST-00507,33,10.0,67.78465136867082,2,monthly,dsl,bank_transfer,0
CUST-00508,34,56.0,59.238541663451045,2,yearly,fiber,credit_card,0
CUST-00509,32,45.0,89.91360076299992,2,monthly,dsl,paypal,0
CUST-00510,79,35.0,64.10414390464547,3,monthly,fiber,bank_transfer,0
CUST-00511,64,28.0,62.33256780435157,2,monthly,dsl,credit_card,0
CUST-00512,70,11.0,72.61725074720314,2,two_year,fiber,credit_card,1
CUST-00513,68,66.0,112.41466707427126,0,two_year,dsl,credit_card,0
CUST-00514,77,46.0,,0,monthly,fiber,bank_transfer,0
CUST-00515,24,22.0,89.24642232638386,3,yearly,none,bank_transfer,0
CUST-00516,72,29.0,22.670720969047373,2,monthly,none,bank_transfer,0
CUST-00517,22,52.0,75.4318289557156,5,yearly,dsl,paypal,0
CUST-00518,47,51.0,109.37707069021828,5,yearly,none,bank_transfer,0
CUST-00519,54,33.0,82.21671311168268,3,two_year,fiber,bank_transfer,0
CUST-00520,40,21.0,74.26562696349482,3,monthly,dsl,credit_card,1
CUST-00521,27,47.0,55.98876327992311,1,monthly,fiber,bank_transfer,0
CUST-00522,29,47.0,,0,two_year,none,bank_transfer,0
CUST-00523,69,43.0,63.698429614916094,1,monthly,fiber,bank_transfer,0
CUST-00524,37,5.0,50.35058480171612,2,monthly,fiber,credit_card,0
CUST-00525,37,34.0,62.75310961312825,7,yearly,dsl,credit_card,0
CUST-00526,75,44.0,74.95952901566099,2,yearly,fiber,credit_card,0
CUST-00527,26,68.0,50.81957328673399,3,yearly,dsl,paypal,0
CUST-00528,74,37.0,49.842954482882895,2,yearly,fiber,bank_transfer,0
CUST-00529,75,24.0,35.99391406019564,2,yearly,dsl,credit_card,1
CUST-00530,55,40.0,79.76812565222241,0,monthly,none,credit_card,0
CUST-00531,28,12.0,83.63308154917651,4,yearly,dsl,bank_transfer,1
CUST-00532,27,,75.79151110591293,4,yearly,fiber,paypal,0
CUST-00533,35,48.0,94.12926231821665,2,two_year,fiber,paypal,0
CUST-00534,53,71.0,72.19669092701818,2,monthly,fiber,paypal,0
CUST-00535,27,60.0,79.80027343414392,3,monthly,fiber,paypal,0
CUST-00536,46,42.0,77.59593564093908,3,yearly,dsl,credit_card,0
CUST-00537,25,2.0,,4,monthly,fiber,credit_card,1
CUST-00538,51,71.0,56.72945429675882,4,monthly,fiber,bank_transfer,0
CUST-00539,19,32.0,125.35381539479778,0,yearly,fiber,bank_transfer,0
CUST-00540,61,20.0,58.701225503662286,1,monthly,none,credit_card,0
CUST-00541,21,64.0,53.35305722198909,3,monthly,fiber,bank_transfer,1
CUST-00542,30,53.0,80.85024558625267,2,monthly,fiber,credit_card,0
CUST-00543,28,53.0,76.29636038237513,2,monthly,fiber,credit_card,0
CUST-00544,69,19.0,34.88021130974182,3,yearly,fiber,credit_card,0
CUST-00545,21,71.0,98.06695636409347,2,monthly,none,paypal,0
CUST-00546,44,32.0,67.64513561622917,1,monthly,fiber,bank_transfer,1
CUST-00547,54,38.0,42.22672261960699,3,monthly,dsl,bank_transfer,0
CUST-00548,49,54.0,99.71960285884686,2,monthly,dsl,paypal,0
CUST-00549,60,47.0,85.64188928990384,1,monthly,dsl,paypal,0
CUST-00550,67,12.0,38.38645020130215,3,monthly,dsl,credit_card,1
CUST-00551,42,21.0,114.42957100644311,4,monthly,dsl,bank_transfer,1
CUST-00552,69,26.0,86.46993420915481,3,monthly,fiber,credit_card,1
CUST-00553,37,68.0,69.74509710937384,5,monthly,fiber,bank_transfer,0
CUST-00554,79,51.0,109.75547014054449,3,monthly,dsl,credit_card,0
CUST-00555,49,26.0,73.98244459574101,2,monthly,dsl,credit_card,0
CUST-00556,63,52.0,69.2979231223992,2,monthly,dsl,bank_transfer,0
CUST-00557,72,53.0,53.492497099450276,4,monthly,fiber,credit_card,1
CUST-00558,67,28.0,84.54626098267697,3,monthly,fiber,bank_transfer,0
CUST-00559,70,29.0,81.91507418309949,2,monthly,fiber,bank_transfer,1
CUST-00560,51,64.0,70.36700349724278,1,yearly,fiber,bank_transfer,0
CUST-00561,20,40.0,50.250341153309925,3,monthly,fiber,credit_card,0
CUST-00562,48,10.0,73.24824635415185,5,yearly,fiber,credit_card,1
CUST-00563,29,51.0,68.25503035594656,1,yearly,dsl,credit_card,0
CUST-00564,73,42.0,36.66314203164497,3,monthly,dsl,paypal,0
CUST-00565,32,36.0,33.204691216895355,3,monthly,dsl,paypal,0
CUST-00566,32,52.0,84.12883447024424,3,monthly,dsl,credit_card,1
CUST-00567,33,65.0,,1,monthly,fiber,bank_transfer,0
CUST-00568,57,23.0,75.1352631740315,3,monthly,fiber,bank_transfer,1
CUST-00569,53,30.0,58.04792355615439,0,monthly,dsl,paypal,0
CUST-00570,76,13.0,102.70616517199775,6,yearly,dsl,credit_card,1
CUST-00571,43,46.0,57.663294771153105,3,monthly,dsl,bank_transfer,0
CUST-00572,35,28.0,86.4871053562974,2,yearly,dsl,bank_transfer,0
CUST-00573,21,24.0,60.07715396905521,2,yearly,dsl,credit_card,0
CUST-00574,18,50.0,72.84370383715358,2,monthly,dsl,credit_card,0
CUST-00575,41,29.0,88.42091327300128,2,two_year,dsl,credit_card,0
CUST-00576,75,33.0,58.436107091885496,0,two_year,dsl,bank_transfer,0
CUST-00577,50,,94.9138721124601,2,monthly,fiber,bank_transfer,0
CUST-00578,73,18.0,45.15755307233792,2,monthly,fiber,bank_transfer,0
CUST-00579,24,9.0,77.36482106395948,3,monthly,fiber,credit_card,0
CUST-00580,23,59.0,93.06599306969632,2,monthly,dsl,paypal,0
CUST-00581,69,6.0,86.50093729475837,3,monthly,dsl,credit_card,1
CUST-00582,24,23.0,117.91112191838526,1,monthly,fiber,paypal,1
CUST-00583,21,48.0,50.91401706723349,2,monthly,fiber,credit_card,0
CUST-00584,43,9.0,35.521268716285306,2,yearly,dsl,paypal,0
CUST-00585,75,47.0,45.14162228762201,4,monthly,fiber,paypal,0
CUST-00586,60,52.0,86.51106416371093,1,monthly,dsl,paypal,0
CUST-00587,24,47.0,82.44807335673447,2,monthly,fiber,paypal,0
CUST-00588,69,21.0,72.55641649118539,3,yearly,fiber,credit_card,0
CUST-00589,70,1.0,41.92607377232175,4,yearly,fiber,bank_transfer,0
CUST-00590,67,63.0,89.17168233322651,2,monthly,fiber,bank_transfer,0
CUST-00591,73,23.0,39.382380558736486,2,yearly,fiber,credit_card,0
CUST-00592,32,57.0,98.9737395594225,3,monthly,fiber,paypal,1
CUST-00593,78,14.0,141.43596057849663,6,yearly,fiber,credit_card,1
CUST-00594,37,11.0,79.16127866428876,2,yearly,fiber,credit_card,0
CUST-00595,67,56.0,84.57770339144358,0,monthly,dsl,paypal,1
CUST-00596,53,67.0,57.678505777611015,1,yearly,fiber,credit_card,0
CUST-00597,66,61.0,24.74466697282959,2,two_year,fiber,credit_card,0
CUST-00598,56,54.0,54.93201592424444,4,yearly,fiber,credit_card,1
CUST-00599,57,17.0,42.67761897253126,1,monthly,none,bank_transfer,0
CUST-00600,56,65.0,33.82488558962461,3,yearly,dsl,paypal,0
CUST-00601,66,48.0,113.05899854989123,3,monthly,none,credit_card,0
CUST-00602,63,12.0,76.82156295064432,2,yearly,none,bank_transfer,0
CUST-00603,26,9.0,79.4921895153496,3,yearly,fiber,bank_transfer,0
CUST-00604,69,62.0,62.27444087009376,1,monthly,dsl,bank_transfer,0
CUST-00605,51,19.0,65.67822293891409,1,monthly,fiber,bank_transfer,0
CUST-00606,38,,94.11376705598333,1,monthly,none,paypal,0
CUST-00607,49,9.0,69.19157203261962,4,monthly,fiber,credit_card,0
CUST-00608,77,,83.26734845061831,2,monthly,fiber,credit_card,0
CUST-00609,71,20.0,65.0998925538746,3,monthly,none,bank_transfer,1
CUST-00610,69,20.0,,1,yearly,dsl,credit_card,0
CUST-00611,46,48.0,34.82714585995345,2,monthly,none,bank_transfer,0
CUST-00612,66,65.0,20.556273440821798,2,monthly,fiber,credit_card,0
CUST-00613,41,65.0,63.46095247333996,5,yearly,fiber,credit_card,0
CUST-00614,60,53.0,71.41241729983082,3,monthly,fiber,paypal,0
CUST-00615,57,14.0,37.846749082280226,7,monthly,fiber,credit_card,1
CUST-00616,33,69.0,69.13812837413418,0,yearly,fiber,bank_transfer,0
CUST-00617,34,39.0,71.34381407476255,3,two_year,fiber,bank_transfer,0
CUST-00618,21,39.0,16.09979984851552,3,yearly,dsl,credit_card,0
CUST-00619,26,50.0,47.12188351301247,3,monthly,fiber,credit_card,0
CUST-00620,44,55.0,80.18159734338671,3,monthly,dsl,credit_card,0
CUST-00621,47,68.0,79.67646823489359,3,two_year,none,bank_transfer,0
CUST-00622,28,41.0,41.15812709000598,2,yearly,dsl,credit_card,0
CUST-00623,43,43.0,73.96120126249338,4,yearly,fiber,bank_transfer,0
CUST-00624,55,53.0,95.5601806340118,1,yearly,fiber,credit_card,0
CUST-00625,32,18.0,89.42682397477246,3,monthly,fiber,credit_card,0
CUST-00626,38,22.0,67.61785532465164,0,monthly,dsl,credit_card,0
CUST-00627,40,45.0,58.30059216689269,3,yearly,fiber,credit_card,1
CUST-00628,49,4.0,54.26638789163739,3,two_year,fiber,credit_card,0
CUST-00629,40,,81.69549457274142,4,monthly,none,paypal,1
CUST-00630,63,51.0,74.8775993285722,1,yearly,dsl,credit_card,0
CUST-00631,38,70.0,85.735100152555,1,monthly,dsl,bank_transfer,0
CUST-00632,44,37.0,73.2968453280288,0,two_year,fiber,bank_transfer,1
CUST-00633,41,28.0,90.46909875868604,3,monthly,none,bank_transfer,0
CUST-00634,29,31.0,72.3648133239425,3,yearly,fiber,bank_transfer,1
CUST-00635,60,,89.61721790329216,4,monthly,fiber,credit_card,1
CUST-00636,32,39.0,91.77056925916597,4,yearly,none,bank_transfer,1
CUST-00637,36,1.0,49.88683424437966,1,yearly,none,credit_card,1
CUST-00638,67,38.0,24.796398828231354,1,monthly,fiber,bank_transfer,0
CUST-00639,76,28.0,108.58732140036383,3,yearly,fiber,credit_card,1
CUST-00640,59,50.0,76.41646826780654,0,two_year,fiber,bank_transfer,0
CUST-00641,74,63.0,27.137852612596962,1,two_year,dsl,bank_transfer,0
CUST-00642,70,69.0,52.15451256953222,1,monthly,dsl,bank_transfer,0
CUST-00643,47,43.0,89.29685730924571,5,yearly,fiber,credit_card,0
CUST-00644,65,26.0,63.008079221677676,5,yearly,fiber,bank_transfer,0
CUST-00645,38,31.0,57.198464517021826,2,yearly,dsl,bank_transfer,0
CUST-00646,46,12.0,105.02204650782417,1,monthly,dsl,bank_transfer,0
CUST-00647,51,67.0,43.81782134040474,1,yearly,fiber,credit_card,0
CUST-00648,77,61.0,50.04616605612915,0,monthly,dsl,credit_card,0
CUST-00649,70,61.0,75.28466187620668,1,monthly,none,credit_card,0
CUST-00650,48,23.0,79.76137330134706,0,monthly,fiber,bank_transfer,0
CUST-00651,58,23.0,82.40857585851829,4,monthly,dsl,credit_card,1
CUST-00652,30,61.0,,2,monthly,dsl,bank_transfer,1
CUST-00653,67,,74.96446551703792,1,monthly,dsl,bank_transfer,1
CUST-00654,52,50.0,82.23459847346022,1,yearly,none,bank_transfer,0
CUST-00655,51,35.0,63.51976851712292,1,monthly,dsl,bank_transfer,0
CUST-00656,65,31.0,71.56745758091786,2,monthly,dsl,bank_transfer,1
CUST-00657,57,45.0,72.68835450134085,0,yearly,fiber,bank_transfer,0
CUST-00658,22,58.0,75.3774533954759,1,two_year,dsl,credit_card,0
CUST-00659,35,24.0,89.31349518956903,5,two_year,fiber,paypal,0
CUST-00660,28,58.0,83.87864204862078,1,yearly,fiber,paypal,0
CUST-00661,63,17.0,71.10542507250457,2,two_year,fiber,bank_transfer,0
CUST-00662,20,29.0,49.771850376474006,2,yearly,dsl,paypal,0
CUST-00663,30,65.0,71.69178145156773,3,two_year,none,paypal,0
CUST-00664,55,68.0,69.2995553776064,2,two_year,dsl,bank_transfer,0
CUST-00665,61,66.0,74.82953949532995,0,monthly,dsl,bank_transfer,0
CUST-00666,49,22.0,125.16313267851005,5,two_year,fiber,bank_transfer,1
CUST-00667,71,60.0,56.90568053646911,2,yearly,dsl,credit_card,0
CUST-00668,74,67.0,80.55722547813399,2,yearly,none,credit_card,0
CUST-00669,26,70.0,96.71155168110745,1,two_year,fiber,bank_transfer,0
CUST-00670,77,1.0,,7,monthly,dsl,bank_transfer,1
CUST-00671,56,53.0,128.44612797930412,4,monthly,dsl,credit_card,0
CUST-00672,57,71.0,60.54901770671308,4,yearly,fiber,bank_transfer,0
CUST-00673,23,55.0,78.10223055800118,1,yearly,dsl,bank_transfer,1
CUST-00674,56,16.0,50.02985637767545,3,two_year,fiber,bank_transfer,0
CUST-00675,62,54.0,61.211881621417675,4,two_year,fiber,credit_card,0
CUST-00676,54,7.0,76.22334775991645,3,yearly,fiber,bank_transfer,1
CUST-00677,23,,91.15760155769324,1,two_year,fiber,credit_card,0
CUST-00678,50,45.0,77.97737085058935,3,monthly,fiber,credit_card,0
CUST-00679,76,32.0,101.4778712333684,3,two_year,none,credit_card,0
CUST-00680,62,50.0,67.62586723518321,2,monthly,fiber,credit_card,0
CUST-00681,26,,61.695786754024866,2,yearly,dsl,credit_card,0
CUST-00682,77,43.0,137.59962768198466,1,monthly,dsl,bank_transfer,0
CUST-00683,77,46.0,79.85594123605077,3,yearly,fiber,credit_card,0
CUST-00684,28,45.0,52.01296135053631,2,monthly,fiber,credit_card,0
CUST-00685,67,20.0,,1,monthly,none,paypal,0
CUST-00686,43,21.0,46.43300213671649,4,yearly,dsl,bank_transfer,0
CUST-00687,54,18.0,93.4142338964197,2,yearly,none,paypal,1
CUST-00688,45,33.0,60.890567677668955,5,monthly,fiber,bank_transfer,1
CUST-00689,66,42.0,73.18406189141214,1,yearly,dsl,credit_card,0
CUST-00690,79,26.0,68.41228313904328,3,monthly,dsl,paypal,0
CUST-00691,67,29.0,88.28731019852337,3,monthly,none,paypal,0
CUST-00692,75,20.0,48.831397677899496,7,monthly,fiber,bank_transfer,1
CUST-00693,76,15.0,43.11069284642461,3,yearly,none,bank_transfer,0
CUST-00694,23,47.0,75.60743267953985,4,yearly,fiber,bank_transfer,0
CUST-00695,33,58.0,85.02398211749743,3,yearly,dsl,bank_transfer,0
CUST-00696,62,20.0,78.31330782744102,1,yearly,dsl,bank_transfer,0
CUST-00697,54,61.0,49.76365677256681,3,yearly,dsl,bank_transfer,0
CUST-00698,21,41.0,86.93712105228485,3,yearly,fiber,credit_card,0
CUST-00699,23,12.0,51.40347682260914,3,two_year,dsl,credit_card,0
CUST-00700,50,26.0,56.96153388034042,1,monthly,fiber,credit_card,0
CUST-00701,56,0.0,46.401161881949946,2,monthly,fiber,credit_card,1
CUST-00702,28,2.0,102.52895871630076,4,monthly,dsl,credit_card,0
CUST-00703,28,24.0,85.83553852568373,2,yearly,dsl,paypal,0
CUST-00704,26,32.0,85.12483439197183,1,monthly,fiber,credit_card,1
CUST-00705,53,57.0,101.18028552856126,2,monthly,dsl,credit_card,0
CUST-00706,18,9.0,140.31623120596808,1,two_year,fiber,credit_card,0
CUST-00707,53,60.0,27.26934740224611,2,two_year,dsl,bank_transfer,0
CUST-00708,47,16.0,51.540585478072295,2,monthly,dsl,bank_transfer,0
CUST-00709,46,9.0,54.59562289563691,2,monthly,dsl,bank_transfer,0
CUST-00710,60,50.0,48.72950944043268,2,monthly,dsl,paypal,0
CUST-00711,50,55.0,43.06041880990718,2,monthly,dsl,paypal,0
CUST-00712,63,43.0,62.50867339861586,3,two_year,fiber,paypal,0
CUST-00713,65,8.0,39.58490711776488,7,yearly,dsl,paypal,1
CUST-00714,75,8.0,78.37605918843533,3,monthly,fiber,credit_card,1
CUST-00715,67,28.0,71.29245803571537,3,monthly,fiber,bank_transfer,0
CUST-00716,50,32.0,82.02571661909138,3,monthly,dsl,credit_card,0
CUST-00717,48,71.0,82.69321129095631,3,monthly,fiber,bank_transfer,0
CUST-00718,32,,85.07517133566691,2,monthly,fiber,credit_card,1
CUST-00719,55,13.0,60.66477657940294,2,yearly,none,credit_card,0
CUST-00720,26,68.0,123.02858506584168,3,monthly,fiber,credit_card,0
CUST-00721,75,,75.86077791205244,1,two_year,fiber,bank_transfer,0
CUST-00722,70,,23.437881184380124,1,monthly,fiber,bank_transfer,0
CUST-00723,25,30.0,44.940606355844565,1,yearly,fiber,credit_card,0
CUST-00724,66,28.0,26.48742527430461,0,monthly,dsl,bank_transfer,1
CUST-00725,25,44.0,70.43336572878269,3,monthly,dsl,credit_card,1
CUST-00726,62,63.0,66.95486939866666,1,two_year,dsl,bank_transfer,0
CUST-00727,23,67.0,58.28935755251356,0,yearly,fiber,credit_card,0
CUST-00728,48,20.0,120.27315281001286,3,monthly,dsl,credit_card,0
CUST-00729,58,70.0,83.72457185192278,2,monthly,fiber,bank_transfer,0
CUST-00730,63,45.0,88.15245903615836,1,yearly,dsl,bank_transfer,0
CUST-00731,43,5.0,46.72316280144742,0,two_year,dsl,paypal,0
CUST-00732,75,67.0,45.02137771672469,5,yearly,fiber,bank_transfer,0
CUST-00733,66,9.0,70.92013747742386,3,monthly,dsl,paypal,0
CUST-00734,30,42.0,74.32517849130565,1,monthly,dsl,credit_card,0
CUST-00735,59,56.0,23.592210822138576,3,monthly,fiber,credit_card,0
